ResourceID,Anglicized name,Identification Number,Name in Devanagari,Name in Roman (with diacritical marks)
a910d68c-e9bd-11e9-8bc4-0242ac130002,Manikumar Ganesh,LAL1370,मणिकुमार गणेश || LAL1370,Maṇikumāra Gaṇeśa (ca. 18th cent. CE)
a91155c6-e751-11e9-8bc4-0242ac130002,Jawahakhel Phalca 1,LAL4302,    जावलाखेल फल्चा || LAL4302,Jāvalākhela Phalcā 1
a919257e-3389-11ea-b242-0242ac130002,Iku Baha,LAL0470,इकु बाहा: || LAL0470,Iku Bāhāḥ (before 1878 CE)
aa24912f-0974-453a-9009-d9b984934280,Amargadhi Siva Mandira sculptures,DDL0020,अमरगढी शिव मन्डिर मूर्टिहरु || DDL0020,Amargaḍhi Śiva Mandira sculptures
aa4c7ab7-28db-4857-adc4-00c80287b220,Jalavinayaka Sata,CHO4010,जनविनायक सत: उत्तर || CHO4010 ,Jalavināyaka Sataḥ North (1877 CE)
ab83bc5c-ec0d-11e9-b125-0242ac130002,Jawahakhel Phalca 2,LAL4303,जावलाखेल फल्चा २ || LAL4303,Jāvalākhela Phalcā 2 (ca. 19th cent. CE)
abf85117-e75e-4438-82da-aa6b6e15d0f3,Kvayna Phalca,CHO4040,क्वय्‌ना फल्चा || CHO4040,Kvaynā Phalcā (c. 1750s)
abf85117-e75e-4438-82da-aa6b6e15d0f3,,CHO4040,,
ac2862e2-1666-11ea-bc0e-0242ac130002,Ganesh Mandir,BUN0021,गणेश मन्दिर || BUN0021,Gaṇeśa Mandira
ac64e224-ea6c-11e9-b125-0242ac130002,Javalakhel Phalca 3,LAL4304,जावलाखेल फल्चा ३ || LAL4304,Jāvalākhela Phalcā 3 (ca. 19th cent. CE)
ad0003ea-3ad5-49e6-a40a-e6ed4fec1983,Khadacakra Kota Durbar,KLK0002,खडाचक्र कोट दरबार ॥ KLK0002,Khaḍācakra Koṭa Durbar
ad88fd32-e752-475c-8eeb-b93267e0c168,Basantapur architectural remains,KLK0110,|| KLK0110,Basantapur architectural remains (14./15. c.)
adc2f4ee-e99a-11e9-b125-0242ac130002,Nag Baha Phalcha,LAL4204,नाग बाहाः फल्चा ||LAL4204,Nāga Bāhāḥ Phalcā (ca. 19th cent. CE)
adfd2472-e808-11e9-8bc4-0242ac130002,Josi Satah at Saugah,LAL4032,सौगः सतः || LAL4032,Jośī Sataḥ at Saugaḥ (1842 CE)
ae58c406-0473-4bad-86cc-722a48513358,Sum Baha,LAL2530,सुम् बाहा: ।। LAL2530,Sum Bāhāḥ (before 1536 CE)
aedf5947-88c8-45f9-8226-c260ec8e73ec,Indrayani Pitha Hiti,BKT0051,इन्द्रायणी पीठ हिति ||BKT0051,Indrāyaṇī Pīṭha Hiti (built in 1657 CE)
aefd4c30-f410-11e9-a3c8-0242ac130002,Harishankar Temple,LAL0310,हरिशङ्कर मन्दिर |*| LAL0310,Hariśaṅkara Mandira (ca. 16th century CE)
afa386ca-8eea-11ea-bd59-0242ac130005,Alko Hiti,LAL0990,आल्को हिति || LAL0990,Ālko Hiti (1415 CE)
afa386ca-8eea-11ea-bd59-0242ac130005,,P-99,,
afda32ed-6743-46ce-9ba6-bf127276619c,Mahalaksmi Phalca,LAL4307,महालक्ष्मी फल्चा || LAL4307,Mahālakṣmī Phalcā (c. 1850s CE)
afda32ed-6743-46ce-9ba6-bf127276619c,,LAL4307,,
b01f2744-ea8f-11e9-8bc4-0242ac130002,Patukva Sattah 2,LAL4183,पतुक्वा सतः २ || LAL4183,Patukvā Sataḥ 2 (ca. 18th cent. CE)
b07cb7d9-5bd4-4436-bb64-6c83b8a3eda6,Kimugaun Temples,DLK0060,किमुगाउं मन्डिरहरु || DLK0060,Kimugāũ Temples (13th-15th cent. CE)
b088faf0-5abf-4b86-be5c-8386de2d9fda,Nasah Chapa,LAL4066,त्याग: सत: ३ ||LAL4066,Nāsaḥ Capāḥ (possibly late 1780s CE)
b0c83c96-e4ed-11e9-8bc4-0242ac130002,Bhailasin Baha,LAL0420,भैल:सिं बाहा: |*| LAL0420,Bhailaḥsĩ Bāhāḥ (1896 CE)
b0d6e090-8be2-4dac-91c6-9931976a73d8,Vishvakarma Mahavihar,KAT2190,विश्वकर्मा बाहाः ।। KAT2190,Viśvakarmā Bāhāḥ
b0d6e090-8be2-4dac-91c6-9931976a73d8,,K-219,,
b1226710-e61f-11e9-8bc4-0242ac130002,Dathu Baha,LAL2080,दथु बाहा: || LAL2080,Dathu Bāhāḥ (c. 1880s CE)
b142ec3d-7636-467d-b7d0-63c181af0176,Phattesvara Mahadeva Mandira,,फट्टेश्वर महादेव मन्दिर ll BAL0010 ll,Phaṭṭeśvara Mahādeva Mandira
b158dddc-a46e-11ea-9766-0242ac130005,Tashi Gomang,KAT3221,तशी गोल्मा स्तूप|| KAT3221,Tashi Gomang Stupa
b171c89c-f3de-11e9-8649-0242ac130002,Narayan Temple,LAL1310,नारायण मन्दिर || LAL1310,Nārāyaṇa Mandira (ca. 17th cent. CE)
b19203da-3b84-11ea-a19a-0242ac130006,Kisi Chuka Baha,LAL0490,किसि चुक बाहाः || LAL0490,Kisi Cuka Bāhāḥ (1935 CE)
b1a676be-eb4b-11e9-8bc4-0242ac130002,Narayan Temple ,LAL0110,नारायण मन्दिर || LAL0110,Nārāyaṇa Mandira (16th Cent. CE)
b21b09ef-1998-4f1f-8e8b-ffe6b99f9116,Ganesh Bhajan Phalcha,LAL4013,गणेश भजन फल्चा ||LAL4013,Gaṇeśa Bhajana Phalcā (originally built in 1505 CE)
b23905f8-e7f2-11e9-8bc4-0242ac130002,Atah Phalca,LAL4160,    अताः फल्चा |*| LAL4160,"Atāḥ Phalcā, Cyāsal (1722 CE)"
b2fd35c0-aa7b-40d1-98e3-9d268cbd6e90,Pinchhe Ganesh,LAL1950,पिन्छेँ गणेश मन्दिर ।। LAL1950,Pinchẽ Gaṇeśa Mandira (before 1621 CE)
b3247856-e619-11e9-b125-0242ac130002,Narayana Temple,LAL2740,नारायण मन्दिर || LAL2740,Nārāyaṇa Mandira at Cāka Bāhāḥ (ca. 1699 CE)
b345df3c-e71d-11e9-b125-0242ac130002,Thati Sattal,LAL4108,थति सतः ३ || LAL4108,Thati Sataḥ 3 (c 1831 CE)
b53e45b8-ebf5-11e9-b125-0242ac130002,Mu Baha,LAL0760,मू बाहा: || LAL0760,Mū Bāhāḥ (15th cent.?)
b573cb9c-9644-4567-841d-83fc0c61403b,Deval Hat Naulo,BTD0040,देवल हाट नाउलो || BTD0040,Devala Hāṭa Nāulo
b5f8d23a-166a-11ea-a10c-0242ac130002,Ganesha Phalca,SUN4230,गणेश फल्चा २ || SUN4230,Gaṇeśa Phalcā 2
b66fa304-e68d-11e9-b125-0242ac130002,Trilingeshwar Mahadev Temple,LAL0250,त्रिलिङ्गेश्वर महादेव मन्दिर || LAL0250,Triliṅgeśvara Mahādeva Mandira (16th cent. CE)
b690f84e-94ec-4f89-b376-e7e3fbd55ddd,Puncali Sata,LAL4236,पुन्चलि सत: ll LAL4236,Puncali Sataḥ (c. mid-16th cent. CE)
b6c2586a-e77d-11e9-8bc4-0242ac130002,Tika Bhairav,LAL1710,टीका भैरव || LAL1710,Ṭīkā Bhairava at Bhelachẽ (c. mid-16th cent. CE)
b6c6ae2c-b5f6-11ea-9e0d-0242ac130005,Jhatapva Lalitapuri Satah,LAL4189,झताप्व: ललितापुरी सतः ||LAL4189,Jhatāpvaḥ Lalitāpurī Sataḥ
b717f92c-5e11-11ea-8083-0242ac130006,Ratneshvara Mahadeva ,LAL0800,रत्नेश्वर महादेव मन्दिर || LAL0800,Ratneśvara Mahādeva (ca. 14th century CE)
b7910d9c-e915-11e9-b125-0242ac130002,"Manikula Phalca, translation: the phalcā of the jewel clan",LAL4152,मणिकुल फल्चा || LAL4152,Maṇikula Phalcā (1860s CE)
b7a28a89-94d9-4b40-9e51-e5afdfc4e759,Lekhgaun Pillars,SRK0071,लेखगाउं खम्बहरु || SRK0071,Lekhagāũ Pillars (1318 or 1320 CE)
b7adbd29-8528-4609-9ec5-fb8db9579d4d,Bichchhe Phalca,KAT0941,बिच्छे फल्चा || KAT0941,Bicche Phalcā (built around seventeenth and eighteenth century)
b838d133-9b23-4208-a191-91b883182755,Bham Bada fountain and temple,MUG0040,भाम् भाढा डेवल्दारा || MUG0040,Bhām Bāḍā Devaldhārā
b83ff19b-0e10-4281-8bbc-92cff905383f,Ganesha Temple ,KIR0055,गणेश मन्दिर ll KIR0055,Gaṇeśa Mandira 
b8985e38-e68c-11e9-8bc4-0242ac130002,Garuda Pillar,LAL1341,गरुड स्तम्भ || LAL1341,Garuḍa Stambha on Patan Darbar Square (1637 CE)
b8b26a0c-02a8-11ea-a389-0242ac130002,Kapinche Phalca ,LAL4130,  खपिंछेँ फल्चा || LAL4130,Khapĩchẽ Phalcā 
b90d17aa-ebff-11e9-8bc4-0242ac130002,Krishna Temple,LAL1400,कृष्ण मन्दिर || LAL1400 ,    Kṛṣṇa Mandira at Svatha Ṭola (1669 CE)
b92b7a0f-0268-43e8-bbe2-d83d39d6e54b,Chusya Baha,KAT0160,छुस्या बाहा: || KAT0160,Chusyā Bāhāḥ
b9ae5311-886f-4c4e-a207-1d16593c3d1b,Thaina Ganesh,LAL2431,थैना गणेश ।। LAL2431,Thainā Gaṇeśa
b9c7d774-e82c-11e9-b125-0242ac130002,Bhajudhana Baha,LAL2350,भाजुधन बाहाः ॥ LAL2350,Bhājudhana Bāhāḥ
b9e834fe-e680-11e9-b125-0242ac130002,Yatalibi Chaitya,LAL2250,यतालिबि चैत्य || LAL2250,Yatālibi Caitya (c. 17th cent. CE)
b9e8a7f4-65d8-11ea-b4c2-0242ac130006,Chhaya Baha Bhindyah,LAL0720,छाय बाहा: भिन्द्य: || LAL0720,Chāya Bāhāḥ Bhindyaḥ (ca. 17th cent. CE)
b9ea1eba-e8c2-11e9-b125-0242ac130002,Ganesha Temple,LAL0120,गणेश मन्दिर|∗| LAL0120,Gaṇeśa Mandira (1726 CE)
ba289280-9a88-11ea-82af-0242ac130005,Yanamuga Chapa,LAL4041, यनामुग: चपाः २ ||LAL4041,Yanamugaḥ Capāḥ 2
ba391e8f-b8ce-4cdb-9e24-8c254e2b24c6,Pancadevala Pancadevala,DLK0070,पञ्चदेवल पञ्चदेवल || DLK0070,Pañcadevala Pañcadevala (from approximately 14th-15th cent.)
baf9c7ea-0782-11ea-b2c1-0242ac130002,Taha Phalca,SUN4060,ताहा फल्चा |*| SUN4060,Tāhā Phalcā (1818 CE)
bb58b263-f53c-45f6-9e1c-d9a3e5a68856,Jalavinayaka Sata South,CHO4020,जनविनायक सत: दक्षिण || CHO4020,Jalavināyaka Sataḥ South (1877 CE)
bb6b3f3e-e832-11e9-8bc4-0242ac130002,Ikha Baha Nani,LAL0090,इखा बाहा: ननि || LAL0090,Ikhā Bāhāḥ Nani (rebuilt in 1934 CE)
bb7c0f44-35d0-11ea-a67f-0242ac130002,Sarasvati Nani,LAL0108,सरस्वती ननि || LAL0108,Sarasvatī Nani (before 1724 CE)
bbb0b3d2-e681-11e9-8bc4-0242ac130002,Hona Baha,LAL1670,होन बाहा: || LAL1670,Hona Bāhāḥ (ca. 1895 CE)
bbe0fc5e-d632-11e9-a1bd-0242ac140006,"Keshavnarayana Chok, Keshav Narayan Chowk, Patan Museum",LAL1330,केशवनारायण चोक |*| LAL1330,Keśavanārāyaṇa Coka (1734 CE)
bbf0265a-2f5e-46cf-a7b1-321c77b3d84b,Ilachen Phalca 2,LAL4087,इलाछेँ फल्चा २ll LAL4087,Ilachen Phalcā 2 (before 1743 CE)
bc3c1b44-e60d-11e9-8bc4-0242ac130002,Chavalcha Phalca,LAL4007,च्वल्चा फल्चा ||LAL4007,Cvalcā Phalcā (1665 CE)
bc7fbe06-eec3-4f9d-8bf0-e72186e51e0b,Dhanasi Baha,KAT1040,धनसिं बाहा: || KAT1040,Dhanasiṃ Bāhāḥ (1862 CE)
bd721439-4d10-41da-b917-532f375c7d40,Lagan Baha,LAL2810 ,लगँ बाहा:|| LAL2810 ,Lagã Bāhāḥ
bd721439-4d10-41da-b917-532f375c7d40,,P-281,,
bd790583-27ca-4af9-8c0f-19a8ef459c91,,MUG0060,कोस् खम्बा || MUG0060,Kos Pillars (approximately 14th-16th cen.)
bdca6826-e8d3-11e9-b125-0242ac130002,Kvalkhu Ganesh Temple,LAL1120,क्वाल्खु गणेश मन्दिर ||LAL1120,Kvālkhu Gaṇeśa Mandira
bdd6cf60-bf76-4b4c-b840-05df41a35429,Tharpa Masta Temple,MUG0160,तार्प मष्टा मन्डिर || MUG0160,Thārpa Maṣṭā Temple
bde08b8a-e5ed-11e9-b125-0242ac130002,Maghe Dapha Phalca,LAL4156,सत्तः फल्चा || LAL4156,Māghe Dāphā Phalcā (16th cent. CE)
be9d31f0-2cb2-40d0-8af9-3df0fcbb0040,Junbesi Gompa,SOL0010,ताशि थोङ्गमोन गुम्बा || SOL0010,"Tāśi Thoṅgmon Gumbā (16th cent., rebuilt 2007) "
bee5d202-74c6-11ea-a71c-0242ac130006,Tapa Hiti Phalca West,LAL4200,तापा हिति फल्चा पश्चिम || LAL4200,Tāpā Hiti Phalcā West
c0655dd4-e671-11e9-8bc4-0242ac130002,Kisi Phalca,LAL4158,किसि फल्चा || LAL4158,Kisi Phalcā (late 17th cent. CE)
c07ed9a8-8a2b-4453-9478-803722743140,Krishna Mandir,Pruscha P-145,कृष्ण मन्दिर || LAL1450,Kṛṣṇa Mandira (1680 CE)
c07ed9a8-8a2b-4453-9478-803722743140,,LAL0145,,
c0e068c4-3861-4dda-b854-bf9090b1943b,Jhatapva Phalcha,LAL4190,झताप्व:  फल्चा || LAL4190,Jhatāpvaḥ Phalcā (1683 CE)
c14d067e-43e0-40e2-9285-b46e67f7512e,Chidhangu Konti Bahi,LAL1020,चीधंगु कोन्ति बही ।। LAL1020,Cīdhaṅgu Konti Bahī
c14d067e-43e0-40e2-9285-b46e67f7512e,,P-102,,
c1999448-f401-11e9-8649-0242ac130002,Ichhe Baha,LAL2370,इछे बाहाः || LAL2370,Iche Bāhāḥ (before 1886 CE)
c1c37f40-b4fa-4cc7-89ab-ab47dd29262e,Subaha Phalca 3 ,LAL4010,सुबाहा: फल्चा ३||LAL4010,Subāhāḥ Phalcā 3
c232bdac-f1a0-11e9-8649-0242ac130002,Vana Baha,LAL0400,वन बाहा: || LAL0400,Vana Bāhāḥ (before 1595 CE)
c264266c-a68e-4301-a3d2-4dec489ccb0f,Naudva Baha,LAL2600,नौद्वँ बाहा: || LAL2600,Naudvã Bāhāḥ (1640 CE)
c264266c-a68e-4301-a3d2-4dec489ccb0f,,P-260,,
c424b153-f094-485f-9869-38b571398549,Baku Nani,KAT1210,बाकु ननि || KAT1210,Baku Nani
c473d060-68b2-4ac2-9625-d83b71151062,Buicha Hiti,LAL0996,बुइँचा हिति || LAL0996,Buĩcā Hiti
c50fc4bd-3c46-48be-87b7-d9a01da0a631,Bahalukha Phalcha,LAL4243,बाहालुखा फल्चा || LAL4243,Bāhālukhā Phalcā (c. 1761 CE)
c5248a52-966b-43c2-bc90-4d30d6ba824a,Katuwalgaon Fountain,DLK0210,कटुवल्गाउँ धारा,Katuvālalgāũ Fountain
c566021c-f3ef-11e9-8649-0242ac130002,Ganesha Temple,LAL0270,गणेश मन्दिर |*| LAL0270,Gaṇeśa Mandira (before 1819 CE)
c5b0b399-6128-4f61-8c17-3299d977626a,Sridhara Temple,KIR0064,श्रीधर मन्दिर ll KIR0064  ,Śrīdhara Mandira (built in 1658 CE)
c65d730c-e80b-11e9-b125-0242ac130002,Ashoka Stupa North,LAL1480,अशोक स्तूप उत्तर || LAL1480,Aśoka Stūpa North (3rd cent. BCE?)
c6c9638b-35f0-4420-be0b-f53c95df6449,,SOL0110,जुनबेँसीको सबैभन्दा पुरानो घर || SOL0110,Oldest house in Junbesi
c71c03f4-1149-454a-8e88-3e1a9e8d9ec5,Kapileshwar Mahadev Mandir,KAT0950,कपिलेश्वर महादेव मन्दिर || KAT0950,Kapileśvara Mahādeva Mandira (built in 1690 CE)
c72a8936-6822-11ea-8083-0242ac130006,Seto Ganesh Guthi Chapache,LAL4163,सेतो गणेश गुठी चपा:छेँ || LAL4163,Seto Gaṇeśa Guṭhī Capāḥchẽ (1737 CE) 
c79cc000-e8f2-11e9-8bc4-0242ac130002,Vishveshvara Temple,LAL1350,विश्वेश्वर मन्दिर || LAL1350,Viśveśvara Mandira (1627 CE)
c7d1edc3-a3ae-4dea-a8f7-a1642645fd06,"Bhindya Hiti (built during the Late Malla Period, 1482-1768 CE)",KAT0930,भिन्द्य: हिति ll KAT0930,Bhindyaḥ Hiti
c7d9c086-2284-4081-82de-322f2c723d31,Pachali Ghat,KAT2630,पचली घाट || KAT2630,Pacalī Ghāṭa 
c82a4429-3f99-488c-9126-08e90a83a573,Mehalmudi Pancadevala,KLK0210,मेहल्मुडी पंचदेवल || KLK0210,Mehalmuḍī Pañcadevala (between thirteenth and fifteenth century)
c8834722-30f6-11ea-a67f-0242ac130002,Bhajana Mandala Phalcha,LAL4246,भजन मण्डल फल्चा || LAL4246,Bhajana Maṇḍala Phalcā (before 1663 CE)
c8a590ea-78b0-437c-b392-20614ceb58e5,Manma Pillar,KLK0080,मान्मा खम्ब || KLK0080,Mānmā Pillar
c8b1d0f0-4fa7-47f0-b318-f57249bab295,Gadhvakha,KIR0060,ग:ध्वाखा ll KIR0060,Gaḥdhvākhā (originally built around the 13th cent.)
c9073acf-a4d3-42a6-b3e0-64bba8d596e3,Harsha Baha,P-263,हर्ष बाहा: ।। LAL2630,Harṣa Bāhāḥ (built in 1858 CE)
c9073acf-a4d3-42a6-b3e0-64bba8d596e3,,LAL2630,,
c955a75b-f223-473f-a256-82f8a1d068f5,Puchvathura Phalca,LAL4311,पूच्वथूर फल्चा || LAL4311,Pūcvathūra Phalcā
c977c8df-04ac-46d1-a6da-b0b268b33baa,Lihi stupa and pillar,SIJ0170,लिही स्तूप र स्तम्भ || SIJ0170,Lihī stūpa and pillar (13th - 15th cent.)
c97c089e-8eed-11ea-8e56-0242ac130005,Konti Hiti ,LAL0103,कोन्ति हिति || LAL1030,Konti Hiti (ca. 8th cent. CE)
c97c089e-8eed-11ea-8e56-0242ac130005,,Pruscha P-103,,
c98dc194-e676-11e9-8bc4-0242ac130002,Manimandap,LAL1362,मणिमण्डप || LAL1362,Maṇimaṇḍapa South (1701 CE)
c9bc2916-eb40-11e9-8bc4-0242ac130002,Radhakrishna Temple,LAL1390,राधाकृष्ण मन्दिर || LAL1390,"Rādhākṛṣṇa Mandira (origin. 1668, collapsed 2015 CE)"
c9fb4246-b740-47fb-b2a3-c5776039167f,Bekharaj Bahah,LAL0410,बेखाराज बाहा: ।। LAL0410,Bekhārāja Bāhāḥ (founded in 1884 CE)
c9fb4246-b740-47fb-b2a3-c5776039167f,,P-41,,
ca03a00c-e96a-4eef-bd2e-13f7942459a5,Bhurti Pancadevala 1,DLK0012,भुर्टी पञ्चदेवल १ || DLK0012,Bhurtī Pañcadevala 1 (14th-15th cent.)
ca193ec5-9ef4-48dd-b4ba-3158b6996350,Arithay Phalca,KIR4022,KIR4022 ll आरीथाय् फल्चा,Ārīthāy Phalcā
ca2cb4c6-e6b6-11e9-b125-0242ac130002,Naya Hiti,LAL1660,नाय हिटी || LAL1660,Nāya Hiṭī
ca467b46-96fa-49e4-a093-6da5a304fcc8,Dharakhola stone memorial pillars,DLK0080,धाराखोला वीरखम्बाहरु || DLK0080,Dhārākholā stone memorial pillars (from approx. 13th-14th cent.)
ca61f6c0-e681-11e9-8bc4-0242ac130002,"Thakum Baha, Ratnajaya Vihara",LAL1930,    थकुं बाहा:|| LAL1930,Thakuṃ Bāhāḥ (1667 CE)
ca7dd19e-f7af-11e9-8649-0242ac130002,Sattal at Purohit Ghat,KAT2731,पुरोहितघाटको सतः || KAT2731,Sataḥ at Purohitaghāṭa (1883 CE)
cb03ff18-e75a-11e9-8bc4-0242ac130002,Nag Baha ,LAL0930,नाग बाहा: || LAL0930,Nāga Bāhāḥ (c. 11th cent. CE)
cb1604cc-eb5d-11e9-b125-0242ac130002,Ta Baha,LAL0050,त: बाहा: || LAL0050,Taḥ Bāhāḥ (ca. 1427 CE)
cb193cf8-529c-4656-9468-05af05cdcdc5,Cithu Stone Caitya ,KIR0073,चीथू शिला चैत्य ll KIR0073,Cīthū Stone Caitya (built in 1811 CE)
cb4026bb-ffb1-473c-be38-7256bd1f8700,Tulasi Deval,KIR0056,तुलसी देवल ll KIR0056,Tulasī Devala (1676 CE)
cbae4fa5-4717-4c6c-9b34-eb8d696a09ba,Cvapva Ganesha Mandir,LAL1790,च्व:प्व: गणेश मन्दिर ll LAL1790,Cvaḥpvaḥ Gaṇeśa Mandira (built before 1744 CE)
cbbbc576-3b42-11ea-b44d-0242ac130006,Ikhalakhu Phalcha,LAL4245,इखालखु फल्चा  || LAL4245,Ikhālakhu Phalcā 
cc076a1e-4e0a-11ea-8083-0242ac130006,Bhajana Mandala Phalca,BUN4002,भजन मण्डल फल्चा || BUN4002,Bhajana Maṇḍala Phalcā (1955 CE)
ccb98862-3d06-11ea-a19a-0242ac130006,Naka Bahacha,LAL0530,नः बाहाःचा || LAL0530,Naḥ Bāhāḥcā (before 1548 CE)
ccd765bc-e900-11e9-b125-0242ac130002,Bhailah Cidham Phalca,LAL4136,भैल: चिधँ फल्चा || LAL4136,Bhailaḥ Cidhã Phalcā (early 18th cent. CE)
ccfc9e0a-70ea-11ea-966a-0242ac130006,Asoka Stupa West ,LAL0610,अशोक स्तूप पश्चिम || LAL0610,Aśoka Stūpa West (3rd cent. BCE?)
ccfc9e0a-70ea-11ea-966a-0242ac130006,,Pruscha P-61,,
cd358e72-4b24-4377-9061-27b9e408dbb5,,BKT0290,|| BKT0290,Pujārīmaṭha
cdc824f7-fbb4-4aa3-b164-441876d29ed8,lokesvara,LAL2180,लोकेश्वर ।। LAL2180,Lokeśvara Dyaḥchẽ (renovated in 1730 CE)
cdc824f7-fbb4-4aa3-b164-441876d29ed8,,P-218,,
cdeafb74-f3cf-11e9-a3c8-0242ac130002,Ola Nani,LAL0160,ओला ननि || LAL0160,Olā Nani (ca. 18th cent. CE)
ce814212-e698-11e9-8bc4-0242ac130002,Su Baha,LAL1920,सु बाहा: || LAL1920,Su Bāhāḥ (1142 CE)
ce9b3552-e916-11e9-b125-0242ac130002,Tin Dewal,KAT2670,तीन देवल ||  KAT2670,Tīna Devala (1850 CE)
ced28492-e666-11e9-b125-0242ac130002,I Baha,LAL0080,इ बाहा: || LAL0080,I Bāhāḥ (16th cent. CE)
cf2cf2a2-fbb9-11e9-a3c8-0242ac130002,Nhugu Phalca at Cyasal,LAL4159,न्हुगु फल्चा || LAL4159,Nhugu Phalcā at Cyāsal (1712 CE)
cf39fef8-b9bb-4b7d-a27d-48b4b3750d7a,Itum Bahal,KAT1220,इतुं बाहा: || KAT1220 (built around late 9th cen.),Ituṃ Bāhāḥ
cfc0099e-f15d-4c3e-8d8f-e048222f7956,Yaka Baha,KIR0020,याक: बाहा: ।। KIR0020,Yākaḥ Bāhāḥ (built in 1647 CE)
cfcdabd6-e80c-11e9-b125-0242ac130002,Yaka Baha,LAL0680,याकः बाहाः || LAL0680,Yākaḥ Bāhāḥ (c. 19th cent. CE)
d024e070-e7f5-11e9-b125-0242ac130002,Hakha Baha,LAL0390,हख बाहा:|| LAL0390,Hakha Bāhāḥ (c. 12th cent. CE)
d05bfad4-e696-11e9-b125-0242ac130002,Krishna Temple,LAL0370,कृष्ण मन्दिर || LAL0370,Kṛṣṇa Mandira at Vala Ṭol (1725 CE)
d134c8da-df36-486b-9582-93e5f2cf9146,Narayana Mandir,KIR0065,नारायण मन्दिर ll KIR0065,Nārāyaṇa Mandira (ca. 1803 CE)
d13be190-1750-11ea-ac74-0242ac130002,Kvabaha Bhagavati Phalcha ,LAL4173,क्वबाहाः भगवती फल्चा || LAL4173,Kvabāhāḥ Bhagavatī Phalcā 
d188f409-0b23-4616-93a8-6ba1fa524630,Tanga Hiti,LAL2760,तङ्ग: हिति ll LAL2760,Taṅgaḥ Hiti (724 CE)
d1bc6464-69b2-11ea-b4c2-0242ac130006,Mikha Baha,LAL0810,मिखा बाहा: ।। LAL0810,Mikhā Bāhāḥ (Before early 17th cent.)
d1bc6464-69b2-11ea-b4c2-0242ac130006,,Pruscha P-81,,
d2578f40-cfce-4450-a8c1-3092c08ef487,Om Baha,LAL1740,ओम् बाहा: ।। LAL1740,Om Bāhāḥ (seventeenth century) 
d292d972-7a85-4e3e-8af6-75db779adaab,Iche Phalca,KIR4027,इछेँ फल्चा || KIR4027,Ichẽ Phalcā
d2d6cf8f-9c71-417f-b82c-89f487f13a74,Setibada Baithak,DDL0050,सेटिबड बैठक || DDL0050,Setibada Baiṭhaka
d3c6eaf6-e76f-11e9-8bc4-0242ac130002,Bhelachhe Phalcha,LAL4147,भेलाछेँ फल्चा || LAL4147,Bhelāchẽ Phalcā 4 (rebuilt ca. 2000 CE)
d3ebfce1-622b-4c10-b7a4-e827e24358be,Maru Hiti,KAT0970,मरु हिति ।। KAT0970,Maru Hiti
d46efa17-704b-4706-be58-fe535e26bbfc,Khusi Bahi,KAT3190,खुसि बही || KAT3190,Khusi Bahī (built before 1526 CE)
d5354d0a-fb98-11e9-a3c8-0242ac130002,Bhai Dega,LAL1200,भाइ देगः ॥ LAL1200,"Bhāi Degaḥ (1678 CE, rebuilt after 1934 CE)"
d5d76955-24df-4827-9df5-d9f9679da6b5,Ajayamerukot Baithak,DDL0140,अजयमेरुकोठ बैठक् || DDL0140,Ajayamerukoṭa Baiṭhak
d62e32fe-b78c-43af-817c-edb16e6d7ae8,Pigandya,KIR0007,पीगंद्य: ||KIR0007,Pīgaṃdyaḥ (Indrāyaṇī Pīṭha)
d642cefe-408c-4943-9405-b0aebe0d82a1,Amalsi Phalca,KIR4001,अमल्सि फल्चा  || KIR4001,Amalsi Phalcā (early nineteenth century)
d691fdfc-ba4f-4035-b3cf-82e6a6b14169,Fadi Dega,BKT0120,सिलुमहादेव मन्दिर || BKT0120,Silumahādeva Temple
d7817b79-6689-481a-acdf-8956b936acf5,Jhva Baha,KAT0210,झ्वाः बाहाः ।। KAT0210,Jhvāḥ Bāhāḥ
d7c4e686-d20c-4141-9a25-dfc5d3ccab45,Tana Baha,LAL1900,तन बाहाः ।। LAL1900,Tana Bāhāḥ
d7d38dd2-f338-11e9-8649-0242ac130002,Mati Baha,LAL0890,मति बाहा: || LAL0890,Mati Bāhāḥ
d966be8e-e82b-11e9-8bc4-0242ac130002,Kvalakhu Ganesa Sattah,LAL4186,क्वाल्खु गणेश सतः // LAL4186,Kvālkhu Gaṇeśa Sataḥ 
da572af6-f404-11e9-a3c8-0242ac130002,Narayana Temple,LAL0290,नारायण मन्दिर |*| LAL0290,Nārāyaṇa Mandira (ca. 1689 CE)
dacad8ea-e7e1-11e9-b125-0242ac130002,Maharani Fountain,LAL1213,महारानी पुखू ॥ LAL1213,Mahārānī Pukhū (1908 CE)
dad90976-01e3-11ea-8f3c-0242ac130002,Panchavaliyukta Chaitya,SUN0103,पञ्चावलीयुक्त चैत्य || SUN0103,Pañcāvalīyukta Caitya (1863 CE)
db4d5da7-cd79-4f96-b624-d28bdef73274,Patangini Ganesh,KAT1030,पताङ्गिनी गणेश || KAT1030,Patāṅginī Gaṇeśa (supposedly built in 1789 CE)
db4d5da7-cd79-4f96-b624-d28bdef73274,,P-K (103),,
dbacea6d-e4a2-4ac1-93ff-0a0c3323fa97,Tripurasundari Mandira archaeological remains,BTD0060,त्रिपुरसुन्दरी मन्दिर || BTD0060 ,Tripurasundarī Mandira archaeological remains
